,ksat,kmin,kdry,mysat,rsat,kmin_fls
71,5353567012.366088,11000000000.0,8322.160517322365,6064.938430220566,5092.135418876899,11000000000.0
72,2883282031.002298,15036063839.201298,8144.057497440101,5955.548317202659,5856.079530097787,15036063839.201298
73,4339760117.204404,20380272563.424583,8192.953645921152,5988.919985688857,6457.5726541439535,20380272563.424583
74,5168900724.144528,18063321914.479202,8368.31837654507,6100.738920757839,6294.488964160596,18063321914.479202
75,3574760492.364873,11000000000.0,8283.226331258182,6050.882390649483,5200.035623547811,11000000000.0
76,4898431821.333036,30370262378.842617,8306.221584091683,6067.441541700675,7176.043600126246,30370262378.842617
77,11028468135.489386,12625697770.080551,8512.164649863244,6198.776116183344,5495.479686844735,12625697770.080551
78,2809020575.622551,11651464127.790474,8214.644820195907,6014.833326118319,5434.292643539244,11651464127.790474
79,14729285973.093569,23217860789.12401,8542.224112306616,6221.7806710587765,6948.9070863917,23217860789.12401
80,6649924548.998321,11479788949.321709,8313.989244130551,6082.828393965422,5438.9879675206985,11479788949.321709
81,4064031233.9422193,11945406863.359081,8414.101469106372,6148.417979437012,5454.63985582696,11945406863.359081
82,6777453283.094034,20799048866.409737,8277.17823350316,6064.882912228766,6618.678331531821,20799048866.409737
83,3037833002.4498677,13007871930.389858,8279.070635026357,6067.881616045817,5737.939233637172,13007871930.389858
84,8966128885.570227,22544251225.027233,8448.541547690636,6177.095775003154,6857.7260895444,22544251225.027233
85,5145903416.054278,29025539102.064075,8527.531692147799,6228.688734192165,7313.83970264391,29025539102.064075
86,5561718068.793459,18833095169.735317,8465.349056036952,6192.89947033589,6529.183691769867,18833095169.735317
87,6398805641.922719,11551083644.475384,8633.235869224804,6301.62584167374,5388.711387016537,11551083644.475384
88,11863742172.202919,12727598143.396713,8691.222442974515,6339.472818232311,5660.005895291798,12727598143.396713
89,4181831157.3499703,11890444901.808681,8395.16087244104,6156.259734717475,5646.961723100065,11890444901.808681
90,3096064667.0704,13640497506.407532,8452.280941022758,6195.020567754888,5898.841028720913,13640497506.407532
91,3766635094.5872774,22593416999.04997,8497.147486461829,6225.844454207573,6879.808564203971,22593416999.04997
92,7481108658.175263,12027126816.40466,8723.692505497962,6371.137525429927,5561.114377727456,12027126816.40466
93,7880800990.09236,11000000000.0,8657.246691114058,6332.754621783186,5397.514677448592,11000000000.0
94,6491039191.630547,14959716386.316677,8642.540339788233,6324.961969513487,6165.544175239992,14959716386.316677
95,9226518849.69419,23424398847.25135,8736.859141815923,6385.657366908116,7145.9118051703745,23424398847.25135
96,4049146165.3725305,13898969857.976223,8454.62832054864,6205.775055420807,6062.999531910057,13898969857.976223
97,10492540581.609999,21352147073.395203,8735.039917924207,6390.034670175868,6988.972277910818,21352147073.395203
98,4851064918.081123,14396360688.630783,8574.848683071541,6290.39425394639,6142.861663728747,14396360688.630783
99,3000041414.5942245,29445387065.41861,8548.261158060963,6276.54732232663,7320.324586707043,29445387065.41861
