,ksat,kmin,kdry,mysat,rsat,kmin_fls
78,2819694057.3413773,11905597380.251608,8226.228725049707,6024.448446184435,5434.292643539244,11905597380.251608
79,15421369320.166649,25043355170.984596,8546.62802757898,6224.386478510143,6948.9070863917,25043355170.984596
80,6699752471.33311,11669314687.80453,8327.665012547146,6092.409238490548,5438.9879675206985,11669314687.80453
81,4099046304.1333117,12306353964.306555,8427.871468318523,6156.843980503706,5454.63985582696,12306353964.306555
82,6912360542.818204,22644559109.897358,8285.38049557924,6071.926458817995,6618.678331531821,22644559109.897358
83,3064734050.559519,13716692504.04443,8290.528040000521,6077.863409231089,5737.939233637172,13716692504.04443
84,9199821822.858343,24389050130.8862,8457.706201257839,6183.511508466362,6857.7260895444,24389050130.8862
85,5180876478.182505,30319404328.371944,8534.90883339492,6233.790051319954,7313.83970264391,30319404328.371944
86,5680983768.400277,20584460095.060104,8476.202313256475,6200.432192773218,6529.183691769867,20584460095.060104
87,6461618219.593701,11767641734.81148,8644.616839105509,6306.841131757235,5388.711387016537,11767641734.81148
88,12393044934.000263,13350269755.302597,8697.100917081043,6341.908256665261,5660.005895291798,13350269755.302597
89,4212841013.7108264,12231780365.044323,8410.006349472955,6168.003907367971,5646.961723100065,12231780365.044323
90,3130066020.52185,14529725348.110664,8466.599697707828,6205.599813974046,5898.841028720913,14529725348.110664
91,3805014040.9174128,24437150209.284424,8507.46263839163,6233.515469779465,6879.808564203971,24437150209.284424
92,7624744560.862416,12416930382.316193,8734.138236864856,6375.777376532223,5561.114377727456,12416930382.316193
93,7880800991.47845,11000000000.0,8674.484809207293,6341.836805666027,5397.514677448592,11000000000.0
94,6682004089.144404,16166575789.244818,8656.9924351081,6333.841498528063,6165.544175239992,16166575789.244818
95,9478943258.381557,25241980716.38923,8745.603940749916,6391.140886615333,7145.9118051703745,25241980716.38923
96,4105557981.543267,14856501401.791124,8491.31258742537,6237.423130723303,6062.999531910057,14856501401.791124
97,10889504269.600832,23205484033.627987,8762.48884574301,6407.070058918776,6988.972277910818,23205484033.627987
98,4944809453.046345,15476869832.119604,8617.634352047293,6320.698062798332,6142.861663728747,15476869832.119604
99,3009412909.745468,30679025604.037285,8573.126331122476,6296.077742229215,7320.324586707043,30679025604.037285
