,ksat,kmin,kdry,mysat,rsat,kmin_fls
53,6700849154.351074,17973022073.635067,4841241697.342699,3959578482.7195477,1239.3650137665197,19207151626.204453
54,30751543345.319084,32221161403.12648,30570405678.263653,31639489773.812073,2467.2330141740426,32655689576.937172
55,6254352196.179685,11552530574.111938,2706934025.8142033,2052587211.9640985,377.7758802268251,12672626051.721935
56,3854528096.768063,11000000000.0,1869159966.73098,1508155832.672061,327.32850511867446,12090502237.692688
57,8903848445.486393,17040561448.607494,5503261925.324637,4319189347.704846,1187.398817518554,18281826238.211636
58,3159947907.897305,11051355984.148659,2104403737.4334254,1655350771.2677197,299.19039006750506,12144756672.929268
59,10545444830.618633,32025786812.879868,7952113561.243238,7493611896.391233,2100.8607477993487,32477611740.75562
60,12351615602.210651,33920304713.124447,12172534969.458054,11715930396.276043,2177.239244145313,34199678658.49869
61,8317549881.507507,27556264771.092175,5669918179.587112,5215906725.503424,1876.553356517878,28366629627.110634
62,14774644274.632776,30191703277.15135,14571390321.635723,13430357947.795982,2159.5251135065796,30799763256.369396
63,6953921895.702057,31979931943.410507,6781596418.675207,6426799646.149969,1876.2384415299448,32435799186.585964
64,7276325619.482443,17038365371.796474,6840160285.641278,5174042463.525271,1160.8011855606346,18279638347.38313
65,7305830619.249601,14984162884.611141,6852381062.788424,4839728909.477266,892.5626971705376,16214393692.914852
66,4250503213.0003576,12556428432.78806,2130102017.828154,1765531926.9688616,557.5389133256424,13721534917.593082
67,2381247460.2704377,14474599408.117016,2047398330.3680923,1801545665.1917038,778.3343635452205,15696044434.351116
68,13539680875.879366,29137432697.87611,13222762422.118294,11973357825.965672,2118.0457881117027,29829809750.0007
69,6041719720.528905,19616930174.98754,4278683633.239617,3669506395.562807,1363.940626485388,20821495753.846947
70,17831004911.090393,21209841698.570618,17675844842.30627,13045749280.576122,1679.7625493919595,22366600929.282707
71,4661175401.2124195,11000000000.0,4166581884.8042383,2748529558.884495,162.6528091447597,12090502237.692688
72,2816911129.6528163,15036063839.201298,2530566813.9771743,2165584548.080638,824.8145479604207,16267049960.776325
73,7223365553.445287,20380272563.424583,4297020970.9390955,3727395589.5447035,1464.7350297633202,21564177311.809753
74,7891381423.873504,18063321914.479202,7605510373.853912,5813145850.514506,1257.2280087307731,19296379718.520782
75,2894281524.804882,11000000000.0,2533315198.0617247,1901810800.2951086,187.86135460906908,12090502237.692688
76,12098718211.814623,30370262378.842617,9651055248.691065,8901403297.497017,2111.1966227424837,30963626527.934227
77,12341667977.97156,12625697770.080551,9591206864.314503,5428332522.355085,496.4022817188624,13793504447.181065
78,1991508859.9319344,11651464127.790474,1676750095.4405842,1419901552.0020223,352.8441393802268,12776491819.656944
79,18337403414.192657,23217860789.12401,17995880549.97835,14156728406.572994,1857.8294988391926,24290028757.981483
80,7426506738.329806,11479788949.321709,2212056841.07039,1749514189.782336,410.0618344829687,12596187505.41439
81,5919138102.438545,11945406863.359081,3451806457.5848455,2514102895.429824,407.7217166648219,13084441970.791485
82,5828680314.046411,20799048866.409737,3630677081.5144486,3241759662.911873,1495.7533072441352,21969847460.797485
83,2222243138.7125864,13007871930.389858,1868719143.7260902,1612323921.6020324,585.483093179855,14189657349.346233
84,8877658149.109924,22544251225.027233,7188003995.742785,6073098089.839127,1700.4667270962727,23647650323.766502
85,13393599350.202486,29025539102.064075,13182973195.574226,11915609383.992393,2081.460746535901,29726609869.749416
86,8684660888.928486,18833095169.735317,5436757900.6113825,4446033462.384106,1367.9931718970793,20054373718.62802
87,8952268391.009108,11551083644.475384,7115699067.490645,4122678590.9159446,264.58199182166226,12671106168.426304
88,12480733114.287052,12727598143.396713,10934732088.948643,5946886398.533365,511.2293451438607,13899283682.905293
89,5159938547.023429,11890444901.808681,1859654053.5527277,1551068048.7452426,492.56165332054434,13026934027.974804
90,2960941297.7001247,13640497506.407532,2659982059.880266,2174950331.4068403,641.8535278342532,14842064602.308025
91,6012207047.702828,22593416999.04997,5707432811.252699,4941185910.458702,1572.3130095863546,23694631389.332054
92,10065483740.82603,12027126816.40466,8375628646.568327,4753879400.8839445,364.9317897041157,13169885582.816612
93,8935817995.81719,11000000000.0,4445289029.976524,2876431939.616972,197.97467744859154,12090502237.692688
94,8868349493.863134,14959716386.316677,5453006918.223789,4034583266.970543,918.8739395945183,16189582561.12679
95,14277062844.79277,23424398847.25135,13946198406.436115,11287296722.842003,1825.8528140626374,24486438931.049324
96,5255463609.375581,13898969857.976223,2067431072.2009013,1780777906.7518072,797.0258406075851,15107439926.789864
97,12260899412.588722,21352147073.395203,11531411050.518623,9034640429.138306,1657.2252924492539,22503774644.380436
98,3869442840.138685,14396360688.630783,3219539935.488989,2583097200.532169,812.9762554340947,15616234087.698685
99,6874616000.194431,29445387065.41861,6627272756.092592,6133478433.238167,1856.179930657373,30113579393.331944
